cluster_id,level,level_name,domain,math_concept,apl_code,difficulty,x_coord,y_coord,z_coord,color_parity
math_l3_x4y6_f2,3,Geometry Fundamentals,polygons,Sum of exterior angles: 360°,,elementary,4,6,3,1
math_l3_x4y6_f3,3,Geometry Fundamentals,polygons,Area formulas for different polygons,,elementary,4,6,3,1
math_l3_x4y6_f4,3,Geometry Fundamentals,polygons,Regular polygon properties,,elementary,4,6,3,1
math_l3_x4y6_f5,3,Geometry Fundamentals,polygons,Convex vs concave polygons,,elementary,4,6,3,1
math_l3_x4y6_f6,3,Geometry Fundamentals,polygons,Polygon: closed shape with straight sides,,elementary,4,6,3,1
math_l3_x4y6_f7,3,Geometry Fundamentals,polygons,Regular polygon: equal sides and angles,,elementary,4,6,3,1
math_l3_x4y6_f8,3,Geometry Fundamentals,polygons,Triangle: 3 sides,,elementary,4,6,3,1
math_l3_x4y6_f9,3,Geometry Fundamentals,polygons,Quadrilateral: 4 sides,,elementary,4,6,3,1
math_l3_x4y6_f10,3,Geometry Fundamentals,polygons,Pentagon: 5 sides,,elementary,4,6,3,1
math_l3_x5y6_f1,3,Geometry Fundamentals,points_lines,"Point: has no dimension, position only",,elementary,5,6,3,0
math_l3_x5y6_f2,3,Geometry Fundamentals,points_lines,Line: extends infinitely in two directions,,elementary,5,6,3,0
math_l3_x5y6_f3,3,Geometry Fundamentals,points_lines,Ray: extends infinitely in one direction,,elementary,5,6,3,0
math_l3_x5y6_f4,3,Geometry Fundamentals,points_lines,Line segment: finite portion of a line,,elementary,5,6,3,0
math_l3_x5y6_f5,3,Geometry Fundamentals,points_lines,Parallel lines never intersect,,elementary,5,6,3,0
math_l3_x5y6_f6,3,Geometry Fundamentals,points_lines,Perpendicular lines intersect at 90°,,elementary,5,6,3,0
math_l3_x5y6_f7,3,Geometry Fundamentals,points_lines,Intersecting lines cross at a point,,elementary,5,6,3,0
math_l3_x5y6_f8,3,Geometry Fundamentals,points_lines,Collinear points lie on same line,,elementary,5,6,3,0
math_l3_x5y6_f9,3,Geometry Fundamentals,points_lines,Concurrent lines meet at a point,,elementary,5,6,3,0
math_l3_x5y6_f10,3,Geometry Fundamentals,points_lines,Transversal crosses parallel lines,,elementary,5,6,3,0
math_l3_x6y6_f1,3,Geometry Fundamentals,triangles,"Triangle: three sides, three angles",(3*2) + (4*2) = 5*2  ⍝ Pythagorean theorem verification,elementary,6,6,3,1
math_l3_x6y6_f2,3,Geometry Fundamentals,triangles,Sum of angles in triangle is 180°,0.5 × 3 × 4  ⍝ Area of triangle: ½ × base × height,elementary,6,6,3,1
math_l3_x6y6_f3,3,Geometry Fundamentals,triangles,Pythagorean theorem: a² + b² = c²,3 4 5  ⍝ Pythagorean triple,elementary,6,6,3,1
math_l3_x6y6_f4,3,Geometry Fundamentals,triangles,Equilateral: all sides equal,(3*2) + (4*2) = 5*2  ⍝ Pythagorean theorem verification,elementary,6,6,3,1
math_l3_x6y6_f5,3,Geometry Fundamentals,triangles,Isosceles: two sides equal,0.5 × 3 × 4  ⍝ Area of triangle: ½ × base × height,elementary,6,6,3,1
math_l3_x6y6_f6,3,Geometry Fundamentals,triangles,Scalene: no sides equal,3 4 5  ⍝ Pythagorean triple,elementary,6,6,3,1
math_l3_x6y6_f7,3,Geometry Fundamentals,triangles,Right triangle: one 90° angle,(3*2) + (4*2) = 5*2  ⍝ Pythagorean theorem verification,elementary,6,6,3,1
math_l3_x6y6_f8,3,Geometry Fundamentals,triangles,Acute triangle: all angles < 90°,0.5 × 3 × 4  ⍝ Area of triangle: ½ × base × height,elementary,6,6,3,1
math_l3_x6y6_f9,3,Geometry Fundamentals,triangles,Obtuse triangle: one angle > 90°,3 4 5  ⍝ Pythagorean triple,elementary,6,6,3,1
math_l3_x6y6_f10,3,Geometry Fundamentals,triangles,Area of triangle: (1/2) × base × height,(3*2) + (4*2) = 5*2  ⍝ Pythagorean theorem verification,elementary,6,6,3,1
math_l3_x7y6_f1,3,Geometry Fundamentals,circles,Circle: set of points equidistant from center,2 × ○ 3  ⍝ Circumference: 2πr,elementary,7,6,3,0
math_l3_x7y6_f2,3,Geometry Fundamentals,circles,Radius: distance from center to circumference,○ 1  ⍝ π × 1² = π,elementary,7,6,3,0
math_l3_x7y6_f3,3,Geometry Fundamentals,circles,Diameter: twice the radius,○ 2  ⍝ π × 2² = 4π,elementary,7,6,3,0
math_l3_x7y6_f4,3,Geometry Fundamentals,circles,Circumference: 2πr or πd,2 × ○ 3  ⍝ Circumference: 2πr,elementary,7,6,3,0
math_l3_x7y6_f5,3,Geometry Fundamentals,circles,Area of circle: πr²,○ 1  ⍝ π × 1² = π,elementary,7,6,3,0
math_l3_x7y6_f6,3,Geometry Fundamentals,circles,Chord: line segment between two points,○ 2  ⍝ π × 2² = 4π,elementary,7,6,3,0
math_l3_x7y6_f7,3,Geometry Fundamentals,circles,Arc: portion of circumference,2 × ○ 3  ⍝ Circumference: 2πr,elementary,7,6,3,0
math_l3_x7y6_f8,3,Geometry Fundamentals,circles,Sector: portion of circle between radii,○ 1  ⍝ π × 1² = π,elementary,7,6,3,0
math_l3_x7y6_f9,3,Geometry Fundamentals,circles,Tangent touches circle at one point,○ 2  ⍝ π × 2² = 4π,elementary,7,6,3,0
math_l3_x7y6_f10,3,Geometry Fundamentals,circles,Central angle at circle center,2 × ○ 3  ⍝ Circumference: 2πr,elementary,7,6,3,0
math_l3_x8y6_f1,3,Geometry Fundamentals,polygons,Sum of interior angles: (n-2)×180°,,elementary,8,6,3,1
math_l3_x8y6_f2,3,Geometry Fundamentals,polygons,Sum of exterior angles: 360°,,elementary,8,6,3,1
math_l3_x8y6_f3,3,Geometry Fundamentals,polygons,Area formulas for different polygons,,elementary,8,6,3,1
math_l3_x8y6_f4,3,Geometry Fundamentals,polygons,Regular polygon properties,,elementary,8,6,3,1
math_l3_x8y6_f5,3,Geometry Fundamentals,polygons,Convex vs concave polygons,,elementary,8,6,3,1
math_l3_x8y6_f6,3,Geometry Fundamentals,polygons,Polygon: closed shape with straight sides,,elementary,8,6,3,1
math_l3_x8y6_f7,3,Geometry Fundamentals,polygons,Regular polygon: equal sides and angles,,elementary,8,6,3,1
math_l3_x8y6_f8,3,Geometry Fundamentals,polygons,Triangle: 3 sides,,elementary,8,6,3,1
math_l3_x8y6_f9,3,Geometry Fundamentals,polygons,Quadrilateral: 4 sides,,elementary,8,6,3,1
math_l3_x8y6_f10,3,Geometry Fundamentals,polygons,Pentagon: 5 sides,,elementary,8,6,3,1
math_l3_x1y7_f1,3,Geometry Fundamentals,points_lines,"Point: has no dimension, position only",,elementary,1,7,3,1
math_l3_x1y7_f2,3,Geometry Fundamentals,points_lines,Line: extends infinitely in two directions,,elementary,1,7,3,1
math_l3_x1y7_f3,3,Geometry Fundamentals,points_lines,Ray: extends infinitely in one direction,,elementary,1,7,3,1
math_l3_x1y7_f4,3,Geometry Fundamentals,points_lines,Line segment: finite portion of a line,,elementary,1,7,3,1
math_l3_x1y7_f5,3,Geometry Fundamentals,points_lines,Parallel lines never intersect,,elementary,1,7,3,1
math_l3_x1y7_f6,3,Geometry Fundamentals,points_lines,Perpendicular lines intersect at 90°,,elementary,1,7,3,1
math_l3_x1y7_f7,3,Geometry Fundamentals,points_lines,Intersecting lines cross at a point,,elementary,1,7,3,1
math_l3_x1y7_f8,3,Geometry Fundamentals,points_lines,Collinear points lie on same line,,elementary,1,7,3,1
math_l3_x1y7_f9,3,Geometry Fundamentals,points_lines,Concurrent lines meet at a point,,elementary,1,7,3,1
math_l3_x1y7_f10,3,Geometry Fundamentals,points_lines,Transversal crosses parallel lines,,elementary,1,7,3,1
math_l3_x2y7_f1,3,Geometry Fundamentals,triangles,"Triangle: three sides, three angles",0.5 × 3 × 4  ⍝ Area of triangle: ½ × base × height,elementary,2,7,3,0
math_l3_x2y7_f2,3,Geometry Fundamentals,triangles,Sum of angles in triangle is 180°,3 4 5  ⍝ Pythagorean triple,elementary,2,7,3,0
math_l3_x2y7_f3,3,Geometry Fundamentals,triangles,Pythagorean theorem: a² + b² = c²,(3*2) + (4*2) = 5*2  ⍝ Pythagorean theorem verification,elementary,2,7,3,0
math_l3_x2y7_f4,3,Geometry Fundamentals,triangles,Equilateral: all sides equal,0.5 × 3 × 4  ⍝ Area of triangle: ½ × base × height,elementary,2,7,3,0
math_l3_x2y7_f5,3,Geometry Fundamentals,triangles,Isosceles: two sides equal,3 4 5  ⍝ Pythagorean triple,elementary,2,7,3,0
math_l3_x2y7_f6,3,Geometry Fundamentals,triangles,Scalene: no sides equal,(3*2) + (4*2) = 5*2  ⍝ Pythagorean theorem verification,elementary,2,7,3,0
math_l3_x2y7_f7,3,Geometry Fundamentals,triangles,Right triangle: one 90° angle,0.5 × 3 × 4  ⍝ Area of triangle: ½ × base × height,elementary,2,7,3,0
math_l3_x2y7_f8,3,Geometry Fundamentals,triangles,Acute triangle: all angles < 90°,3 4 5  ⍝ Pythagorean triple,elementary,2,7,3,0
math_l3_x2y7_f9,3,Geometry Fundamentals,triangles,Obtuse triangle: one angle > 90°,(3*2) + (4*2) = 5*2  ⍝ Pythagorean theorem verification,elementary,2,7,3,0
math_l3_x2y7_f10,3,Geometry Fundamentals,triangles,Area of triangle: (1/2) × base × height,0.5 × 3 × 4  ⍝ Area of triangle: ½ × base × height,elementary,2,7,3,0
math_l3_x3y7_f1,3,Geometry Fundamentals,circles,Circle: set of points equidistant from center,○ 1  ⍝ π × 1² = π,elementary,3,7,3,1
math_l3_x3y7_f2,3,Geometry Fundamentals,circles,Radius: distance from center to circumference,○ 2  ⍝ π × 2² = 4π,elementary,3,7,3,1
math_l3_x3y7_f3,3,Geometry Fundamentals,circles,Diameter: twice the radius,2 × ○ 3  ⍝ Circumference: 2πr,elementary,3,7,3,1
math_l3_x3y7_f4,3,Geometry Fundamentals,circles,Circumference: 2πr or πd,○ 1  ⍝ π × 1² = π,elementary,3,7,3,1
math_l3_x3y7_f5,3,Geometry Fundamentals,circles,Area of circle: πr²,○ 2  ⍝ π × 2² = 4π,elementary,3,7,3,1
math_l3_x3y7_f6,3,Geometry Fundamentals,circles,Chord: line segment between two points,2 × ○ 3  ⍝ Circumference: 2πr,elementary,3,7,3,1
math_l3_x3y7_f7,3,Geometry Fundamentals,circles,Arc: portion of circumference,○ 1  ⍝ π × 1² = π,elementary,3,7,3,1
math_l3_x3y7_f8,3,Geometry Fundamentals,circles,Sector: portion of circle between radii,○ 2  ⍝ π × 2² = 4π,elementary,3,7,3,1
math_l3_x3y7_f9,3,Geometry Fundamentals,circles,Tangent touches circle at one point,2 × ○ 3  ⍝ Circumference: 2πr,elementary,3,7,3,1
math_l3_x3y7_f10,3,Geometry Fundamentals,circles,Central angle at circle center,○ 1  ⍝ π × 1² = π,elementary,3,7,3,1
math_l3_x4y7_f1,3,Geometry Fundamentals,polygons,Hexagon: 6 sides,,elementary,4,7,3,0
math_l3_x4y7_f2,3,Geometry Fundamentals,polygons,Sum of interior angles: (n-2)×180°,,elementary,4,7,3,0
math_l3_x4y7_f3,3,Geometry Fundamentals,polygons,Sum of exterior angles: 360°,,elementary,4,7,3,0
math_l3_x4y7_f4,3,Geometry Fundamentals,polygons,Area formulas for different polygons,,elementary,4,7,3,0
math_l3_x4y7_f5,3,Geometry Fundamentals,polygons,Regular polygon properties,,elementary,4,7,3,0
math_l3_x4y7_f6,3,Geometry Fundamentals,polygons,Convex vs concave polygons,,elementary,4,7,3,0
math_l3_x4y7_f7,3,Geometry Fundamentals,polygons,Polygon: closed shape with straight sides,,elementary,4,7,3,0
math_l3_x4y7_f8,3,Geometry Fundamentals,polygons,Regular polygon: equal sides and angles,,elementary,4,7,3,0
math_l3_x4y7_f9,3,Geometry Fundamentals,polygons,Triangle: 3 sides,,elementary,4,7,3,0
math_l3_x4y7_f10,3,Geometry Fundamentals,polygons,Quadrilateral: 4 sides,,elementary,4,7,3,0
math_l3_x5y7_f1,3,Geometry Fundamentals,points_lines,"Point: has no dimension, position only",,elementary,5,7,3,1
math_l3_x5y7_f2,3,Geometry Fundamentals,points_lines,Line: extends infinitely in two directions,,elementary,5,7,3,1
math_l3_x5y7_f3,3,Geometry Fundamentals,points_lines,Ray: extends infinitely in one direction,,elementary,5,7,3,1
math_l3_x5y7_f4,3,Geometry Fundamentals,points_lines,Line segment: finite portion of a line,,elementary,5,7,3,1
math_l3_x5y7_f5,3,Geometry Fundamentals,points_lines,Parallel lines never intersect,,elementary,5,7,3,1
math_l3_x5y7_f6,3,Geometry Fundamentals,points_lines,Perpendicular lines intersect at 90°,,elementary,5,7,3,1
math_l3_x5y7_f7,3,Geometry Fundamentals,points_lines,Intersecting lines cross at a point,,elementary,5,7,3,1
math_l3_x5y7_f8,3,Geometry Fundamentals,points_lines,Collinear points lie on same line,,elementary,5,7,3,1
math_l3_x5y7_f9,3,Geometry Fundamentals,points_lines,Concurrent lines meet at a point,,elementary,5,7,3,1
math_l3_x5y7_f10,3,Geometry Fundamentals,points_lines,Transversal crosses parallel lines,,elementary,5,7,3,1
math_l3_x6y7_f1,3,Geometry Fundamentals,triangles,"Triangle: three sides, three angles",0.5 × 3 × 4  ⍝ Area of triangle: ½ × base × height,elementary,6,7,3,0
math_l3_x6y7_f2,3,Geometry Fundamentals,triangles,Sum of angles in triangle is 180°,3 4 5  ⍝ Pythagorean triple,elementary,6,7,3,0
math_l3_x6y7_f3,3,Geometry Fundamentals,triangles,Pythagorean theorem: a² + b² = c²,(3*2) + (4*2) = 5*2  ⍝ Pythagorean theorem verification,elementary,6,7,3,0
math_l3_x6y7_f4,3,Geometry Fundamentals,triangles,Equilateral: all sides equal,0.5 × 3 × 4  ⍝ Area of triangle: ½ × base × height,elementary,6,7,3,0
math_l3_x6y7_f5,3,Geometry Fundamentals,triangles,Isosceles: two sides equal,3 4 5  ⍝ Pythagorean triple,elementary,6,7,3,0
math_l3_x6y7_f6,3,Geometry Fundamentals,triangles,Scalene: no sides equal,(3*2) + (4*2) = 5*2  ⍝ Pythagorean theorem verification,elementary,6,7,3,0
math_l3_x6y7_f7,3,Geometry Fundamentals,triangles,Right triangle: one 90° angle,0.5 × 3 × 4  ⍝ Area of triangle: ½ × base × height,elementary,6,7,3,0
math_l3_x6y7_f8,3,Geometry Fundamentals,triangles,Acute triangle: all angles < 90°,3 4 5  ⍝ Pythagorean triple,elementary,6,7,3,0
math_l3_x6y7_f9,3,Geometry Fundamentals,triangles,Obtuse triangle: one angle > 90°,(3*2) + (4*2) = 5*2  ⍝ Pythagorean theorem verification,elementary,6,7,3,0
math_l3_x6y7_f10,3,Geometry Fundamentals,triangles,Area of triangle: (1/2) × base × height,0.5 × 3 × 4  ⍝ Area of triangle: ½ × base × height,elementary,6,7,3,0
math_l3_x7y7_f1,3,Geometry Fundamentals,circles,Circle: set of points equidistant from center,○ 1  ⍝ π × 1² = π,elementary,7,7,3,1
math_l3_x7y7_f2,3,Geometry Fundamentals,circles,Radius: distance from center to circumference,○ 2  ⍝ π × 2² = 4π,elementary,7,7,3,1
math_l3_x7y7_f3,3,Geometry Fundamentals,circles,Diameter: twice the radius,2 × ○ 3  ⍝ Circumference: 2πr,elementary,7,7,3,1
math_l3_x7y7_f4,3,Geometry Fundamentals,circles,Circumference: 2πr or πd,○ 1  ⍝ π × 1² = π,elementary,7,7,3,1
math_l3_x7y7_f5,3,Geometry Fundamentals,circles,Area of circle: πr²,○ 2  ⍝ π × 2² = 4π,elementary,7,7,3,1
math_l3_x7y7_f6,3,Geometry Fundamentals,circles,Chord: line segment between two points,2 × ○ 3  ⍝ Circumference: 2πr,elementary,7,7,3,1
math_l3_x7y7_f7,3,Geometry Fundamentals,circles,Arc: portion of circumference,○ 1  ⍝ π × 1² = π,elementary,7,7,3,1
math_l3_x7y7_f8,3,Geometry Fundamentals,circles,Sector: portion of circle between radii,○ 2  ⍝ π × 2² = 4π,elementary,7,7,3,1
math_l3_x7y7_f9,3,Geometry Fundamentals,circles,Tangent touches circle at one point,2 × ○ 3  ⍝ Circumference: 2πr,elementary,7,7,3,1
math_l3_x7y7_f10,3,Geometry Fundamentals,circles,Central angle at circle center,○ 1  ⍝ π × 1² = π,elementary,7,7,3,1
math_l3_x8y7_f1,3,Geometry Fundamentals,polygons,Hexagon: 6 sides,,elementary,8,7,3,0
math_l3_x8y7_f2,3,Geometry Fundamentals,polygons,Sum of interior angles: (n-2)×180°,,elementary,8,7,3,0
math_l3_x8y7_f3,3,Geometry Fundamentals,polygons,Sum of exterior angles: 360°,,elementary,8,7,3,0
math_l3_x8y7_f4,3,Geometry Fundamentals,polygons,Area formulas for different polygons,,elementary,8,7,3,0
math_l3_x8y7_f5,3,Geometry Fundamentals,polygons,Regular polygon properties,,elementary,8,7,3,0
math_l3_x8y7_f6,3,Geometry Fundamentals,polygons,Convex vs concave polygons,,elementary,8,7,3,0
math_l3_x8y7_f7,3,Geometry Fundamentals,polygons,Polygon: closed shape with straight sides,,elementary,8,7,3,0
math_l3_x8y7_f8,3,Geometry Fundamentals,polygons,Regular polygon: equal sides and angles,,elementary,8,7,3,0
math_l3_x8y7_f9,3,Geometry Fundamentals,polygons,Triangle: 3 sides,,elementary,8,7,3,0
math_l3_x8y7_f10,3,Geometry Fundamentals,polygons,Quadrilateral: 4 sides,,elementary,8,7,3,0
math_l3_x1y8_f1,3,Geometry Fundamentals,points_lines,"Point: has no dimension, position only",,elementary,1,8,3,0
math_l3_x1y8_f2,3,Geometry Fundamentals,points_lines,Line: extends infinitely in two directions,,elementary,1,8,3,0
math_l3_x1y8_f3,3,Geometry Fundamentals,points_lines,Ray: extends infinitely in one direction,,elementary,1,8,3,0
math_l3_x1y8_f4,3,Geometry Fundamentals,points_lines,Line segment: finite portion of a line,,elementary,1,8,3,0
math_l3_x1y8_f5,3,Geometry Fundamentals,points_lines,Parallel lines never intersect,,elementary,1,8,3,0
math_l3_x1y8_f6,3,Geometry Fundamentals,points_lines,Perpendicular lines intersect at 90°,,elementary,1,8,3,0
math_l3_x1y8_f7,3,Geometry Fundamentals,points_lines,Intersecting lines cross at a point,,elementary,1,8,3,0
math_l3_x1y8_f8,3,Geometry Fundamentals,points_lines,Collinear points lie on same line,,elementary,1,8,3,0
math_l3_x1y8_f9,3,Geometry Fundamentals,points_lines,Concurrent lines meet at a point,,elementary,1,8,3,0
math_l3_x1y8_f10,3,Geometry Fundamentals,points_lines,Transversal crosses parallel lines,,elementary,1,8,3,0
math_l3_x2y8_f1,3,Geometry Fundamentals,triangles,"Triangle: three sides, three angles",3 4 5  ⍝ Pythagorean triple,elementary,2,8,3,1
math_l3_x2y8_f2,3,Geometry Fundamentals,triangles,Sum of angles in triangle is 180°,(3*2) + (4*2) = 5*2  ⍝ Pythagorean theorem verification,elementary,2,8,3,1
math_l3_x2y8_f3,3,Geometry Fundamentals,triangles,Pythagorean theorem: a² + b² = c²,0.5 × 3 × 4  ⍝ Area of triangle: ½ × base × height,elementary,2,8,3,1
math_l3_x2y8_f4,3,Geometry Fundamentals,triangles,Equilateral: all sides equal,3 4 5  ⍝ Pythagorean triple,elementary,2,8,3,1
math_l3_x2y8_f5,3,Geometry Fundamentals,triangles,Isosceles: two sides equal,(3*2) + (4*2) = 5*2  ⍝ Pythagorean theorem verification,elementary,2,8,3,1
math_l3_x2y8_f6,3,Geometry Fundamentals,triangles,Scalene: no sides equal,0.5 × 3 × 4  ⍝ Area of triangle: ½ × base × height,elementary,2,8,3,1
math_l3_x2y8_f7,3,Geometry Fundamentals,triangles,Right triangle: one 90° angle,3 4 5  ⍝ Pythagorean triple,elementary,2,8,3,1
math_l3_x2y8_f8,3,Geometry Fundamentals,triangles,Acute triangle: all angles < 90°,(3*2) + (4*2) = 5*2  ⍝ Pythagorean theorem verification,elementary,2,8,3,1
math_l3_x2y8_f9,3,Geometry Fundamentals,triangles,Obtuse triangle: one angle > 90°,0.5 × 3 × 4  ⍝ Area of triangle: ½ × base × height,elementary,2,8,3,1
math_l3_x2y8_f10,3,Geometry Fundamentals,triangles,Area of triangle: (1/2) × base × height,3 4 5  ⍝ Pythagorean triple,elementary,2,8,3,1
math_l3_x3y8_f1,3,Geometry Fundamentals,circles,Circle: set of points equidistant from center,○ 2  ⍝ π × 2² = 4π,elementary,3,8,3,0
math_l3_x3y8_f2,3,Geometry Fundamentals,circles,Radius: distance from center to circumference,2 × ○ 3  ⍝ Circumference: 2πr,elementary,3,8,3,0
math_l3_x3y8_f3,3,Geometry Fundamentals,circles,Diameter: twice the radius,○ 1  ⍝ π × 1² = π,elementary,3,8,3,0
math_l3_x3y8_f4,3,Geometry Fundamentals,circles,Circumference: 2πr or πd,○ 2  ⍝ π × 2² = 4π,elementary,3,8,3,0
math_l3_x3y8_f5,3,Geometry Fundamentals,circles,Area of circle: πr²,2 × ○ 3  ⍝ Circumference: 2πr,elementary,3,8,3,0
math_l3_x3y8_f6,3,Geometry Fundamentals,circles,Chord: line segment between two points,○ 1  ⍝ π × 1² = π,elementary,3,8,3,0
math_l3_x3y8_f7,3,Geometry Fundamentals,circles,Arc: portion of circumference,○ 2  ⍝ π × 2² = 4π,elementary,3,8,3,0
math_l3_x3y8_f8,3,Geometry Fundamentals,circles,Sector: portion of circle between radii,2 × ○ 3  ⍝ Circumference: 2πr,elementary,3,8,3,0
math_l3_x3y8_f9,3,Geometry Fundamentals,circles,Tangent touches circle at one point,○ 1  ⍝ π × 1² = π,elementary,3,8,3,0
math_l3_x3y8_f10,3,Geometry Fundamentals,circles,Central angle at circle center,○ 2  ⍝ π × 2² = 4π,elementary,3,8,3,0
math_l3_x4y8_f1,3,Geometry Fundamentals,polygons,Pentagon: 5 sides,,elementary,4,8,3,1
math_l3_x4y8_f2,3,Geometry Fundamentals,polygons,Hexagon: 6 sides,,elementary,4,8,3,1
math_l3_x4y8_f3,3,Geometry Fundamentals,polygons,Sum of interior angles: (n-2)×180°,,elementary,4,8,3,1
math_l3_x4y8_f4,3,Geometry Fundamentals,polygons,Sum of exterior angles: 360°,,elementary,4,8,3,1
math_l3_x4y8_f5,3,Geometry Fundamentals,polygons,Area formulas for different polygons,,elementary,4,8,3,1
math_l3_x4y8_f6,3,Geometry Fundamentals,polygons,Regular polygon properties,,elementary,4,8,3,1
math_l3_x4y8_f7,3,Geometry Fundamentals,polygons,Convex vs concave polygons,,elementary,4,8,3,1
math_l3_x4y8_f8,3,Geometry Fundamentals,polygons,Polygon: closed shape with straight sides,,elementary,4,8,3,1
math_l3_x4y8_f9,3,Geometry Fundamentals,polygons,Regular polygon: equal sides and angles,,elementary,4,8,3,1
math_l3_x4y8_f10,3,Geometry Fundamentals,polygons,Triangle: 3 sides,,elementary,4,8,3,1
math_l3_x5y8_f1,3,Geometry Fundamentals,points_lines,"Point: has no dimension, position only",,elementary,5,8,3,0
math_l3_x5y8_f2,3,Geometry Fundamentals,points_lines,Line: extends infinitely in two directions,,elementary,5,8,3,0
math_l3_x5y8_f3,3,Geometry Fundamentals,points_lines,Ray: extends infinitely in one direction,,elementary,5,8,3,0
math_l3_x5y8_f4,3,Geometry Fundamentals,points_lines,Line segment: finite portion of a line,,elementary,5,8,3,0
math_l3_x5y8_f5,3,Geometry Fundamentals,points_lines,Parallel lines never intersect,,elementary,5,8,3,0
math_l3_x5y8_f6,3,Geometry Fundamentals,points_lines,Perpendicular lines intersect at 90°,,elementary,5,8,3,0
math_l3_x5y8_f7,3,Geometry Fundamentals,points_lines,Intersecting lines cross at a point,,elementary,5,8,3,0
math_l3_x5y8_f8,3,Geometry Fundamentals,points_lines,Collinear points lie on same line,,elementary,5,8,3,0
math_l3_x5y8_f9,3,Geometry Fundamentals,points_lines,Concurrent lines meet at a point,,elementary,5,8,3,0
math_l3_x5y8_f10,3,Geometry Fundamentals,points_lines,Transversal crosses parallel lines,,elementary,5,8,3,0
math_l3_x6y8_f1,3,Geometry Fundamentals,triangles,"Triangle: three sides, three angles",3 4 5  ⍝ Pythagorean triple,elementary,6,8,3,1
math_l3_x6y8_f2,3,Geometry Fundamentals,triangles,Sum of angles in triangle is 180°,(3*2) + (4*2) = 5*2  ⍝ Pythagorean theorem verification,elementary,6,8,3,1
math_l3_x6y8_f3,3,Geometry Fundamentals,triangles,Pythagorean theorem: a² + b² = c²,0.5 × 3 × 4  ⍝ Area of triangle: ½ × base × height,elementary,6,8,3,1
math_l3_x6y8_f4,3,Geometry Fundamentals,triangles,Equilateral: all sides equal,3 4 5  ⍝ Pythagorean triple,elementary,6,8,3,1
math_l3_x6y8_f5,3,Geometry Fundamentals,triangles,Isosceles: two sides equal,(3*2) + (4*2) = 5*2  ⍝ Pythagorean theorem verification,elementary,6,8,3,1
math_l3_x6y8_f6,3,Geometry Fundamentals,triangles,Scalene: no sides equal,0.5 × 3 × 4  ⍝ Area of triangle: ½ × base × height,elementary,6,8,3,1
math_l3_x6y8_f7,3,Geometry Fundamentals,triangles,Right triangle: one 90° angle,3 4 5  ⍝ Pythagorean triple,elementary,6,8,3,1
math_l3_x6y8_f8,3,Geometry Fundamentals,triangles,Acute triangle: all angles < 90°,(3*2) + (4*2) = 5*2  ⍝ Pythagorean theorem verification,elementary,6,8,3,1
math_l3_x6y8_f9,3,Geometry Fundamentals,triangles,Obtuse triangle: one angle > 90°,0.5 × 3 × 4  ⍝ Area of triangle: ½ × base × height,elementary,6,8,3,1
math_l3_x6y8_f10,3,Geometry Fundamentals,triangles,Area of triangle: (1/2) × base × height,3 4 5  ⍝ Pythagorean triple,elementary,6,8,3,1
math_l3_x7y8_f1,3,Geometry Fundamentals,circles,Circle: set of points equidistant from center,○ 2  ⍝ π × 2² = 4π,elementary,7,8,3,0
math_l3_x7y8_f2,3,Geometry Fundamentals,circles,Radius: distance from center to circumference,2 × ○ 3  ⍝ Circumference: 2πr,elementary,7,8,3,0
math_l3_x7y8_f3,3,Geometry Fundamentals,circles,Diameter: twice the radius,○ 1  ⍝ π × 1² = π,elementary,7,8,3,0
math_l3_x7y8_f4,3,Geometry Fundamentals,circles,Circumference: 2πr or πd,○ 2  ⍝ π × 2² = 4π,elementary,7,8,3,0
math_l3_x7y8_f5,3,Geometry Fundamentals,circles,Area of circle: πr²,2 × ○ 3  ⍝ Circumference: 2πr,elementary,7,8,3,0
math_l3_x7y8_f6,3,Geometry Fundamentals,circles,Chord: line segment between two points,○ 1  ⍝ π × 1² = π,elementary,7,8,3,0
math_l3_x7y8_f7,3,Geometry Fundamentals,circles,Arc: portion of circumference,○ 2  ⍝ π × 2² = 4π,elementary,7,8,3,0
math_l3_x7y8_f8,3,Geometry Fundamentals,circles,Sector: portion of circle between radii,2 × ○ 3  ⍝ Circumference: 2πr,elementary,7,8,3,0
math_l3_x7y8_f9,3,Geometry Fundamentals,circles,Tangent touches circle at one point,○ 1  ⍝ π × 1² = π,elementary,7,8,3,0
math_l3_x7y8_f10,3,Geometry Fundamentals,circles,Central angle at circle center,○ 2  ⍝ π × 2² = 4π,elementary,7,8,3,0
math_l3_x8y8_f1,3,Geometry Fundamentals,polygons,Pentagon: 5 sides,,elementary,8,8,3,1
math_l3_x8y8_f2,3,Geometry Fundamentals,polygons,Hexagon: 6 sides,,elementary,8,8,3,1
math_l3_x8y8_f3,3,Geometry Fundamentals,polygons,Sum of interior angles: (n-2)×180°,,elementary,8,8,3,1
math_l3_x8y8_f4,3,Geometry Fundamentals,polygons,Sum of exterior angles: 360°,,elementary,8,8,3,1
math_l3_x8y8_f5,3,Geometry Fundamentals,polygons,Area formulas for different polygons,,elementary,8,8,3,1
math_l3_x8y8_f6,3,Geometry Fundamentals,polygons,Regular polygon properties,,elementary,8,8,3,1
math_l3_x8y8_f7,3,Geometry Fundamentals,polygons,Convex vs concave polygons,,elementary,8,8,3,1
